TERYT4;GENDER;AGE_GROUP;PREDICTED_CASES
663;M;85+;1.05550835
664;K;<0-44>;3.345593528
664;K;<45-54>;7.664513413
664;K;<55-64>;12.81362173
664;K;<65-74>;7.009652113
664;K;<75-84>;3.469608407
664;K;85+;1.113391373
664;M;<0-44>;0.329559075
664;M;<45-54>;0.328104688
664;M;<55-64>;0.583770625
664;M;<65-74>;0.619646997
664;M;<75-84>;0.412617329
664;M;85+;0.17363229
801;K;<0-44>;3.873031226
801;K;<45-54>;7.416774129
801;K;<55-64>;10.91182995
801;K;<65-74>;5.595617727
801;K;<75-84>;3.350223461
801;K;85+;1.172654338
801;M;<0-44>;0.660605633
801;M;<45-54>;0.688430601
801;M;<55-64>;1.032854746
801;M;<65-74>;0.961237082
801;M;<75-84>;0.578241163
801;M;85+;0.280491021
802;K;<0-44>;2.757741701
802;K;<45-54>;5.349059174
802;K;<55-64>;9.402963948
802;K;<65-74>;4.903102394
802;K;<75-84>;2.82104002
802;K;85+;0.860202343
802;M;<0-44>;0.547960943
802;M;<45-54>;0.570345313
802;M;<55-64>;0.977807894
802;M;<65-74>;0.908545415
802;M;<75-84>;0.507931477
802;M;85+;0.269592348
803;K;<0-44>;2.971078217
803;K;<45-54>;6.031896916
803;K;<55-64>;9.947665038
803;K;<65-74>;5.550259112
803;K;<75-84>;3.073166068
803;K;85+;0.960748246
803;M;<0-44>;0.602438936
803;M;<45-54>;0.650713562
803;M;<55-64>;1.045727178
803;M;<65-74>;1.086414174
803;M;<75-84>;0.636281357
803;M;85+;0.307886324
804;K;<0-44>;4.277320829
804;K;<45-54>;8.053202492
804;K;<55-64>;14.98642583
804;K;<65-74>;8.189248452
804;K;<75-84>;4.839913035
804;K;85+;1.57628969
804;M;<0-44>;0.83524264
804;M;<45-54>;0.822534362
804;M;<55-64>;1.453763844
804;M;<65-74>;1.506791509
804;M;<75-84>;0.988046038
804;M;85+;0.46006607
805;K;<0-44>;2.426162151
805;K;<45-54>;4.838569622
805;K;<55-64>;7.256860815
805;K;<65-74>;3.860177771
805;K;<75-84>;2.249537283
805;K;85+;0.642209485
805;M;<0-44>;0.466323807
805;M;<45-54>;0.494322142
805;M;<55-64>;0.734763781
805;M;<65-74>;0.707432317
805;M;<75-84>;0.438600189
805;M;85+;0.157190234
806;K;<0-44>;2.711777704
806;K;<45-54>;5.189059216
806;K;<55-64>;8.61083228
806;K;<65-74>;5.073704534
806;K;<75-84>;2.784319916
806;K;85+;0.941514813
806;M;<0-44>;0.528739084
806;M;<45-54>;0.556329532
806;M;<55-64>;0.928935656
806;M;<65-74>;0.929195843
806;M;<75-84>;0.565844519
806;M;85+;0.274615274
807;K;<0-44>;1.760521246
807;K;<45-54>;3.338964331
807;K;<55-64>;5.33260407
807;K;<65-74>;2.875545974
807;K;<75-84>;1.978494399
807;K;85+;0.621927179
807;M;<0-44>;0.460956452
807;M;<45-54>;0.471255815
807;M;<55-64>;0.74848902
807;M;<65-74>;0.66510864
807;M;<75-84>;0.474713523
807;M;85+;0.201373141
808;K;<0-44>;2.821551071
808;K;<45-54>;5.55092448
808;K;<55-64>;9.208697049
808;K;<65-74>;5.1062885
808;K;<75-84>;2.922312191
808;K;85+;0.865188809
808;M;<0-44>;0.596295715
808;M;<45-54>;0.602564754
808;M;<55-64>;1.002024877
808;M;<65-74>;0.985556987
808;M;<75-84>;0.643722854
808;M;85+;0.249430955
809;K;<0-44>;4.830915062
809;K;<45-54>;9.077057887
809;K;<55-64>;14.96567043
809;K;<65-74>;7.350879944
809;K;<75-84>;4.12800346
809;K;85+;1.399633128
809;M;<0-44>;0.91375302
809;M;<45-54>;0.8946435
809;M;<55-64>;1.504322553
809;M;<65-74>;1.434935547
809;M;<75-84>;0.830320038
809;M;85+;0.414093973
810;K;<0-44>;3.893531925
810;K;<45-54>;7.775456042
810;K;<55-64>;13.52359127
810;K;<65-74>;7.346677037
810;K;<75-84>;4.762852138
810;K;85+;1.471508448
810;M;<0-44>;0.875368794
810;M;<45-54>;0.918543476
810;M;<55-64>;1.572076804
810;M;<65-74>;1.423412388
810;M;<75-84>;0.998849259
810;M;85+;0.461862235
811;K;<0-44>;4.925398159
811;K;<45-54>;9.657522874
811;K;<55-64>;16.70709052
811;K;<65-74>;8.949924819
811;K;<75-84>;5.457059717
811;K;85+;1.645725515
811;M;<0-44>;0.844975943
811;M;<45-54>;0.851059566
811;M;<55-64>;1.495832902
811;M;<65-74>;1.342646683
811;M;<75-84>;0.910086471
811;M;85+;0.436722103
812;K;<0-44>;1.9946765
812;K;<45-54>;3.69099
812;K;<55-64>;6.080017242
812;K;<65-74>;3.44292262
812;K;<75-84>;1.749092804
812;K;85+;0.61837771
812;M;<0-44>;0.448052551
812;M;<45-54>;0.432702472
812;M;<55-64>;0.688350363
812;M;<65-74>;0.748388382
812;M;<75-84>;0.445318112
812;M;85+;0.220568709
861;K;<0-44>;7.516149382
861;K;<45-54>;14.75003403
861;K;<55-64>;30.03881394
861;K;<65-74>;17.21367821
861;K;<75-84>;8.65138387
861;K;85+;2.410527082
861;M;<0-44>;0.782257207
861;M;<45-54>;0.770429044
861;M;<55-64>;1.4480197
861;M;<65-74>;1.571357674
861;M;<75-84>;1.039953919
861;M;85+;0.442680978
862;K;<0-44>;6.818437404
862;K;<45-54>;12.93583606
862;K;<55-64>;26.07737162
862;K;<65-74>;15.53426331
862;K;<75-84>;8.79600585
862;K;85+;2.559612944
862;M;<0-44>;0.668503524
862;M;<45-54>;0.64103115
862;M;<55-64>;1.226404762
862;M;<65-74>;1.425649561
862;M;<75-84>;1.080731162
862;M;85+;0.480763377
1001;K;<0-44>;6.390578075
1001;K;<45-54>;14.1038988
1001;K;<55-64>;20.67106002
1001;K;<65-74>;9.905972966
1001;K;<75-84>;5.487484658
1001;K;85+;1.801281714
1001;M;<0-44>;0.402397999
1001;M;<45-54>;0.425028392
1001;M;<55-64>;0.713893976
1001;M;<65-74>;0.606364193
1001;M;<75-84>;0.382127055
1001;M;85+;0.191669963
1002;K;<0-44>;4.670455911
1002;K;<45-54>;11.15949772
1002;K;<55-64>;18.76674039
1002;K;<65-74>;12.40066984
1002;K;<75-84>;6.779010981
1002;K;85+;2.226992692
1002;M;<0-44>;0.930571124
1002;M;<45-54>;1.085641418
1002;M;<55-64>;1.753859034
1002;M;<65-74>;2.077304248
1002;M;<75-84>;1.374899183
1002;M;85+;0.614312181
1003;K;<0-44>;2.349289166
1003;K;<45-54>;4.973850717
1003;K;<55-64>;7.935474824
1003;K;<65-74>;5.489620032
1003;K;<75-84>;2.969424173
1003;K;85+;1.065163087
1003;M;<0-44>;0.609021248
1003;M;<45-54>;0.643996147
1003;M;<55-64>;1.020227401
1003;M;<65-74>;1.219555103
1003;M;<75-84>;0.853007519
1003;M;85+;0.397714001
1004;K;<0-44>;2.456484343
1004;K;<45-54>;5.457380022
1004;K;<55-64>;8.255493647
1004;K;<65-74>;6.196614235
1004;K;<75-84>;3.864547777
1004;K;85+;1.163788992
1004;M;<0-44>;0.455735101
1004;M;<45-54>;0.511237898
1004;M;<55-64>;0.772977024
1004;M;<65-74>;0.972230354
1004;M;<75-84>;0.773558129
1004;M;85+;0.341283382
1005;K;<0-44>;3.94596427
1005;K;<45-54>;8.200552981
1005;K;<55-64>;13.24703275
1005;K;<65-74>;8.837651342
1005;K;<75-84>;5.435892631
1005;K;85+;1.830305693
1005;M;<0-44>;0.827048797
1005;M;<45-54>;0.902090662
1005;M;<55-64>;1.418325582
1005;M;<65-74>;1.64664204
1005;M;<75-84>;1.288303102
1005;M;85+;0.567238391
1006;K;<0-44>;3.436551255
1006;K;<45-54>;7.169752537
1006;K;<55-64>;11.1523156
1006;K;<65-74>;7.110178219
1006;K;<75-84>;3.664522912
1006;K;85+;1.230170648
1006;M;<0-44>;0.819836291
1006;M;<45-54>;0.878993794
1006;M;<55-64>;1.397877696
1006;M;<65-74>;1.548674145
1006;M;<75-84>;0.934618065
1006;M;85+;0.50253111
1007;K;<0-44>;3.647004127
1007;K;<45-54>;6.945486522
1007;K;<55-64>;10.33807131
1007;K;<65-74>;7.146934466
1007;K;<75-84>;4.797827015
1007;K;85+;1.390217501
1007;M;<0-44>;0.833302805
1007;M;<45-54>;0.864453502
1007;M;<55-64>;1.28553831
1007;M;<65-74>;1.397611193
1007;M;<75-84>;1.074845687
1007;M;85+;0.457303429
1008;K;<0-44>;5.662824321
1008;K;<45-54>;12.14542811
1008;K;<55-64>;21.716365
1008;K;<65-74>;15.05620598
1008;K;<75-84>;8.376383875
1008;K;85+;2.674120724
1008;M;<0-44>;1.171687075
1008;M;<45-54>;1.222718679
1008;M;<55-64>;2.068981816
1008;M;<65-74>;2.639382626
1008;M;<75-84>;1.815436468
1008;M;85+;0.885651406
1009;K;<0-44>;2.528706371
1009;K;<45-54>;4.747642206
1009;K;<55-64>;7.534555104
1009;K;<65-74>;5.391018033
1009;K;<75-84>;3.475552624
1009;K;85+;1.132328457
1009;M;<0-44>;0.511878627
1009;M;<45-54>;0.571838754
1009;M;<55-64>;0.828725068
1009;M;<65-74>;0.99931132
1009;M;<75-84>;0.805066143
1009;M;85+;0.372415241
1010;K;<0-44>;4.437117608
1010;K;<45-54>;7.807531166
1010;K;<55-64>;12.41433545
1010;K;<65-74>;8.779010651
1010;K;<75-84>;5.596766724
1010;K;85+;1.774516162
1010;M;<0-44>;1.058296752
1010;M;<45-54>;1.069118658
1010;M;<55-64>;1.592603942
1010;M;<65-74>;1.861932564
1010;M;<75-84>;1.385076597
1010;M;85+;0.682722489
1011;K;<0-44>;2.039173722
1011;K;<45-54>;4.210849603
1011;K;<55-64>;6.473965634
1011;K;<65-74>;5.16742233
1011;K;<75-84>;2.874566548
1011;K;85+;0.887095455
1011;M;<0-44>;0.330391931
1011;M;<45-54>;0.37869769
1011;M;<55-64>;0.553981838
1011;M;<65-74>;0.7005694
1011;M;<75-84>;0.537532618
1011;M;85+;0.235543311
1012;K;<0-44>;5.308549845
1012;K;<45-54>;10.88718251
1012;K;<55-64>;17.38877717
1012;K;<65-74>;12.63558073
1012;K;<75-84>;7.268878727
1012;K;85+;2.321813523
1012;M;<0-44>;1.300475063
1012;M;<45-54>;1.423468491
1012;M;<55-64>;2.208853867
1012;M;<65-74>;2.760911626
1012;M;<75-84>;1.968096716
1012;M;85+;0.862610146
1013;K;<0-44>;2.346498989
1013;K;<45-54>;4.844132818
1013;K;<55-64>;7.495132946
1013;K;<65-74>;4.853221136
1013;K;<75-84>;2.933135206
1013;K;85+;0.859130046
1013;M;<0-44>;0.516360676
1013;M;<45-54>;0.568535089
1013;M;<55-64>;0.876766158
1013;M;<65-74>;0.978809612
1013;M;<75-84>;0.720930522
1013;M;85+;0.340338238
1014;K;<0-44>;5.87418985
1014;K;<45-54>;12.0897223
1014;K;<55-64>;17.87564268
1014;K;<65-74>;12.95286749
1014;K;<75-84>;7.095296181
1014;K;85+;2.305178827
1014;M;<0-44>;1.26143828
1014;M;<45-54>;1.38060178
1014;M;<55-64>;1.973626485
1014;M;<65-74>;2.44202557
1014;M;<75-84>;1.728715998
1014;M;85+;0.892455317
1015;K;<0-44>;1.878678085
1015;K;<45-54>;3.518423881
1015;K;<55-64>;5.128945564
1015;K;<65-74>;3.666563618
1015;K;<75-84>;2.734039365
1015;K;85+;1.031773899
1015;M;<0-44>;0.432999866
1015;M;<45-54>;0.463812701
1015;M;<55-64>;0.658919644
1015;M;<65-74>;0.759743425
1015;M;<75-84>;0.697795747
1015;M;85+;0.410408078
1016;K;<0-44>;5.571431612
1016;K;<45-54>;11.18667745
1016;K;<55-64>;19.91884853
1016;K;<65-74>;12.62363196
1016;K;<75-84>;8.199479743
1016;K;85+;2.409950561
1016;M;<0-44>;1.24359346
1016;M;<45-54>;1.239532804
1016;M;<55-64>;2.131271084
1016;M;<65-74>;2.38777303
1016;M;<75-84>;1.82679764
1016;M;85+;0.838792283
1017;K;<0-44>;3.691399948
1017;K;<45-54>;7.504450491
1017;K;<55-64>;11.5251535
1017;K;<65-74>;7.985462261
1017;K;<75-84>;4.894957872
1017;K;85+;1.700574719
1017;M;<0-44>;0.834522226
1017;M;<45-54>;0.907003213
1017;M;<55-64>;1.369116819
1017;M;<65-74>;1.625087313
1017;M;<75-84>;1.165566688
1017;M;85+;0.540895963
1018;K;<0-44>;2.043580616
1018;K;<45-54>;3.865185514
1018;K;<55-64>;5.999048744
1018;K;<65-74>;4.085794218
1018;K;<75-84>;2.225504258
1018;K;85+;0.698163967
1018;M;<0-44>;0.533232385
1018;M;<45-54>;0.54902235
1018;M;<55-64>;0.82020343
1018;M;<65-74>;0.924408716
1018;M;<75-84>;0.654562394
1018;M;85+;0.298062163
1019;K;<0-44>;3.300586783
1019;K;<45-54>;6.833981509
1019;K;<55-64>;10.88586678
1019;K;<65-74>;7.284900135
1019;K;<75-84>;3.979372719
1019;K;85+;1.187331991
1019;M;<0-44>;0.741413092
1019;M;<45-54>;0.767758772
1019;M;<55-64>;1.17288465
1019;M;<65-74>;1.421738927
1019;M;<75-84>;0.993621352
1019;M;85+;0.443552737
1020;K;<0-44>;8.131350263
1020;K;<45-54>;16.81916759
1020;K;<55-64>;30.03268416
1020;K;<65-74>;20.04353768
1020;K;<75-84>;10.37355467
1020;K;85+;3.184588468
1020;M;<0-44>;1.528793015
1020;M;<45-54>;1.613449358
1020;M;<55-64>;2.649176874
1020;M;<65-74>;3.332261659
1020;M;<75-84>;2.100397809
1020;M;85+;0.991983207
1021;K;<0-44>;1.473735611
1021;K;<45-54>;2.96696266
1021;K;<55-64>;5.014429489
1021;K;<65-74>;3.428055633
1021;K;<75-84>;1.896713889
1021;K;85+;0.557498381
1021;M;<0-44>;0.400948994
1021;M;<45-54>;0.427078206
1021;M;<55-64>;0.681804635
1021;M;<65-74>;0.774732897
1021;M;<75-84>;0.541848844
1021;M;85+;0.271784337
1061;K;<0-44>;39.80638171
1061;K;<45-54>;87.97051904
1061;K;<55-64>;187.8948829
1061;K;<65-74>;123.896809
1061;K;<75-84>;72.30873034
1061;K;85+;25.32731974
1061;M;<0-44>;3.317308814
1061;M;<45-54>;3.450220482
1061;M;<55-64>;6.875734059
1061;M;<65-74>;8.543327161
1061;M;<75-84>;5.866054315
1061;M;85+;3.251961426
1062;K;<0-44>;4.175354462
1062;K;<45-54>;8.524682626
1062;K;<55-64>;16.69018486
1062;K;<65-74>;10.53421513
1062;K;<75-84>;5.317563008
1062;K;85+;1.414295721
1062;M;<0-44>;0.56840935
1062;M;<45-54>;0.557660145
1062;M;<55-64>;1.008607407
1062;M;<65-74>;1.203689443
1062;M;<75-84>;0.806684812
1062;M;85+;0.328372433
1063;K;<0-44>;2.824026411
1063;K;<45-54>;6.173955055
1063;K;<55-64>;11.08902437
1063;K;<65-74>;6.217360857
1063;K;<75-84>;3.143960495
1063;K;85+;0.819103231
1063;M;<0-44>;0.335734904
1063;M;<45-54>;0.336976913
1063;M;<55-64>;0.602335524
1063;M;<65-74>;0.658595747
1063;M;<75-84>;0.407394385
1063;M;85+;0.160743395
1201;K;<0-44>;4.664822173
1201;K;<45-54>;8.23901051
1201;K;<55-64>;11.46639856
1201;K;<65-74>;7.160130958
1201;K;<75-84>;4.580250989
1201;K;85+;1.442579033
1201;M;<0-44>;0.914208025
1201;M;<45-54>;0.866109435
1201;M;<55-64>;1.219950563
1201;M;<65-74>;1.405198742
1201;M;<75-84>;1.084426505
1201;M;85+;0.469679065
1202;K;<0-44>;3.979003252
1202;K;<45-54>;7.21674932
1202;K;<55-64>;9.374900157
1202;K;<65-74>;6.566950006
1202;K;<75-84>;4.192385305
1202;K;85+;1.237505056
1202;M;<0-44>;0.919542496
1202;M;<45-54>;0.930780571
1202;M;<55-64>;1.177357521
1202;M;<65-74>;1.405636741
1202;M;<75-84>;1.145235741
1202;M;85+;0.464757965
1203;K;<0-44>;5.614601892
1203;K;<45-54>;12.73613464
1203;K;<55-64>;20.15235738
1203;K;<65-74>;12.87277334
1203;K;<75-84>;7.949470648
1203;K;85+;2.105185205
1203;M;<0-44>;1.056888566
1203;M;<45-54>;1.238455465
1203;M;<55-64>;1.90309529
1203;M;<65-74>;2.256086095
1203;M;<75-84>;1.773374258
1203;M;85+;0.652582741
1204;K;<0-44>;2.476868661
1204;K;<45-54>;4.582147046
1204;K;<55-64>;5.832710848
1204;K;<65-74>;4.010276464
1204;K;<75-84>;2.949618744
1204;K;85+;0.889517942
1204;M;<0-44>;0.538311771
1204;M;<45-54>;0.579473774
1204;M;<55-64>;0.720074401
1204;M;<65-74>;0.835932764
1204;M;<75-84>;0.755894651
1204;M;85+;0.354675587
1205;K;<0-44>;4.213494612
1205;K;<45-54>;8.275879801
1205;K;<55-64>;11.13376386
1205;K;<65-74>;7.469081022
1205;K;<75-84>;5.015267521
1205;K;85+;1.482006783
1205;M;<0-44>;0.995334565
1205;M;<45-54>;1.041403581
1205;M;<55-64>;1.361207798
1205;M;<65-74>;1.586101589
1205;M;<75-84>;1.34796602
1205;M;85+;0.576683028
1206;K;<0-44>;12.92474899
1206;K;<45-54>;24.30736713
1206;K;<55-64>;35.02269585
1206;K;<65-74>;21.65786898
1206;K;<75-84>;13.61368227
1206;K;85+;4.304641222
1206;M;<0-44>;1.921896958
1206;M;<45-54>;1.935418607
1206;M;<55-64>;2.845106295
1206;M;<65-74>;3.201293834
1206;M;<75-84>;2.427241991
1206;M;85+;1.066452587
1207;K;<0-44>;5.686198739
1207;K;<45-54>;9.297849373
1207;K;<55-64>;10.62193287
1207;K;<65-74>;7.714537778
1207;K;<75-84>;5.260174204
1207;K;85+;1.520739632
1207;M;<0-44>;1.273250407
1207;M;<45-54>;1.205878075
1207;M;<55-64>;1.394298724
1207;M;<65-74>;1.633906266
1207;M;<75-84>;1.373294809
1207;M;85+;0.524820438
1208;K;<0-44>;2.09725162
1208;K;<45-54>;4.258721355
1208;K;<55-64>;6.91151245
1208;K;<65-74>;5.00916109
1208;K;<75-84>;3.099860496
1208;K;85+;1.260762395
1208;M;<0-44>;0.481952418
1208;M;<45-54>;0.493421898
1208;M;<55-64>;0.84843704
1208;M;<65-74>;1.121619061
1208;M;<75-84>;0.818094716
1208;M;85+;0.515609867
1209;K;<0-44>;5.644877341
1209;K;<45-54>;9.965148965
1209;K;<55-64>;12.52744619
1209;K;<65-74>;7.801074342
1209;K;<75-84>;5.273446728
1209;K;85+;1.655559572
1209;M;<0-44>;1.301983477
1209;M;<45-54>;1.272534895
1209;M;<55-64>;1.65398172
1209;M;<65-74>;1.754074344
1209;M;<75-84>;1.37474806
1209;M;85+;0.522939759
1210;K;<0-44>;9.033677591
1210;K;<45-54>;15.14932037
1210;K;<55-64>;17.06285042
1210;K;<65-74>;11.8339942
1210;K;<75-84>;7.982253949
1210;K;85+;2.273177413
1210;M;<0-44>;2.12753039
1210;M;<45-54>;2.041573121
1210;M;<55-64>;2.291916092
1210;M;<65-74>;2.679366279
1210;M;<75-84>;2.246087873
1210;M;85+;0.858557935
1211;K;<0-44>;8.095934169
1211;K;<45-54>;14.51986561
1211;K;<55-64>;17.85801084
1211;K;<65-74>;12.95412824
1211;K;<75-84>;7.919097188
1211;K;85+;2.092248849
1211;M;<0-44>;1.852019883
1211;M;<45-54>;1.837702949
1211;M;<55-64>;2.266107348
1211;M;<65-74>;2.790976548
1211;M;<75-84>;2.244295157
1211;M;85+;0.865097087
1212;K;<0-44>;5.26668427
1212;K;<45-54>;11.03527333
1212;K;<55-64>;19.00135084
1212;K;<65-74>;11.00760558
1212;K;<75-84>;7.003185683
1212;K;85+;2.211382062
1212;M;<0-44>;0.888349703
1212;M;<45-54>;0.932637774
1212;M;<55-64>;1.653399448
1212;M;<65-74>;1.854976036
1212;M;<75-84>;1.426416525
1212;M;85+;0.725667313
1213;K;<0-44>;6.922059185
1213;K;<45-54>;14.80445178
1213;K;<55-64>;22.33974563
1213;K;<65-74>;15.19962588
1213;K;<75-84>;9.162337264
1213;K;85+;2.269586453
1213;M;<0-44>;1.262420375
1213;M;<45-54>;1.413841237
1213;M;<55-64>;2.049735527
1213;M;<65-74>;2.469417899
1213;M;<75-84>;2.092372841
1213;M;85+;0.764512909
1214;K;<0-44>;1.862644036
1214;K;<45-54>;3.50267167
1214;K;<55-64>;5.447524848
1214;K;<65-74>;3.872361305
1214;K;<75-84>;2.2279651
1214;K;85+;0.818081518
1214;M;<0-44>;0.410666921
1214;M;<45-54>;0.420048021
1214;M;<55-64>;0.64911452
1214;M;<65-74>;0.819293023
1214;M;<75-84>;0.596007977
1214;M;85+;0.311348696
1215;K;<0-44>;3.706561468
1215;K;<45-54>;6.743495398
1215;K;<55-64>;8.912695168
1215;K;<65-74>;6.416433194
1215;K;<75-84>;4.305358145
1215;K;85+;1.280633134
1215;M;<0-44>;0.796446151
1215;M;<45-54>;0.820047963
1215;M;<55-64>;1.090022918
1215;M;<65-74>;1.24891639
1215;M;<75-84>;1.030273757
1215;M;85+;0.460976498
1216;K;<0-44>;8.342514932
1216;K;<45-54>;15.38353542
1216;K;<55-64>;17.96582505
1216;K;<65-74>;13.23087146
1216;K;<75-84>;8.940877232
1216;K;85+;2.778075047
1216;M;<0-44>;2.020232913
1216;M;<45-54>;2.106595369
1216;M;<55-64>;2.465438613
1216;M;<65-74>;2.943456814
1216;M;<75-84>;2.668339578
1216;M;85+;1.163951312
1217;K;<0-44>;2.730716811
1217;K;<45-54>;5.368918121
1217;K;<55-64>;7.622542842
1217;K;<65-74>;5.242047982
1217;K;<75-84>;3.369109893
1217;K;85+;0.956454482
1217;M;<0-44>;0.516580336
1217;M;<45-54>;0.537465479
1217;M;<55-64>;0.730820069
1217;M;<65-74>;0.884721924
1217;M;<75-84>;0.683102613
1217;M;85+;0.34291373
1218;K;<0-44>;7.229285055
1218;K;<45-54>;13.79119215
1218;K;<55-64>;19.22681412
1218;K;<65-74>;12.40127278
1218;K;<75-84>;7.900265924
1218;K;85+;2.384482101
1218;M;<0-44>;1.666353208
1218;M;<45-54>;1.691450353
1218;M;<55-64>;2.288088797
1218;M;<65-74>;2.610047864
1218;M;<75-84>;2.07135371
1218;M;85+;0.836501195
1219;K;<0-44>;5.54058345
1219;K;<45-54>;9.817049088
1219;K;<55-64>;14.25528053
1219;K;<65-74>;8.49178251
1219;K;<75-84>;5.071775298
1219;K;85+;1.651345076
1219;M;<0-44>;0.945310656
1219;M;<45-54>;0.894661542
1219;M;<55-64>;1.287015667
1219;M;<65-74>;1.405071569
1219;M;<75-84>;1.009140027
1219;M;85+;0.462880535
1261;K;<0-44>;42.89775684
1261;K;<45-54>;78.04503713
1261;K;<55-64>;144.3722181
1261;K;<65-74>;100.6291446
1261;K;<75-84>;58.49655897
1261;K;85+;18.28024743
1261;M;<0-44>;3.01116679
1261;M;<45-54>;2.794395245
1261;M;<55-64>;4.762498892
1261;M;<65-74>;6.531046085
1261;M;<75-84>;5.196299231
1261;M;85+;2.683660549
1262;K;<0-44>;3.970189543
1262;K;<45-54>;8.004023118
1262;K;<55-64>;12.2904006
1262;K;<65-74>;8.182112719
1262;K;<75-84>;4.142098201
1262;K;85+;1.229881631
1262;M;<0-44>;0.457205058
1262;M;<45-54>;0.450126196
1262;M;<55-64>;0.66814472
1262;M;<65-74>;0.851339209
1262;M;<75-84>;0.599842432
1262;M;85+;0.259324971
1263;K;<0-44>;5.134650033
1263;K;<45-54>;11.44093778
1263;K;<55-64>;19.02602106
1263;K;<65-74>;13.30548717
1263;K;<75-84>;7.477351068
1263;K;85+;1.999901527
1263;M;<0-44>;0.501745184
1263;M;<45-54>;0.541778983
1263;M;<55-64>;0.830565066
1263;M;<65-74>;1.112889673
1263;M;<75-84>;0.865292489
1263;M;85+;0.348485356
1401;K;<0-44>;1.612795216
1401;K;<45-54>;2.816453073
1401;K;<55-64>;4.326598968
1401;K;<65-74>;2.709684335
1401;K;<75-84>;1.76744203
1401;K;85+;0.641097736
1401;M;<0-44>;0.311161475
1401;M;<45-54>;0.299480257
1401;M;<55-64>;0.446954442
1401;M;<65-74>;0.478486538
1401;M;<75-84>;0.369492742
1401;M;85+;0.225567389
1402;K;<0-44>;4.496512005
1402;K;<45-54>;9.887057569
1402;K;<55-64>;15.47295222
1402;K;<65-74>;8.325431998
1402;K;<75-84>;5.196185404
1402;K;85+;1.804108801
1402;M;<0-44>;0.819824749
1402;M;<45-54>;0.894847633
1402;M;<55-64>;1.395557553
1402;M;<65-74>;1.3379285
1402;M;<75-84>;0.98671781
1402;M;85+;0.486984856
1403;K;<0-44>;5.19244069
1403;K;<45-54>;8.992689407
1403;K;<55-64>;12.94783932
1403;K;<65-74>;8.26284705
1403;K;<75-84>;5.583142387
1403;K;85+;1.968895802
1403;M;<0-44>;0.958695395
1403;M;<45-54>;0.904803691
1403;M;<55-64>;1.25616198
1403;M;<65-74>;1.403871416
1403;M;<75-84>;1.156538292
1403;M;85+;0.662112053
1404;K;<0-44>;2.286075651
1404;K;<45-54>;4.881753966
1404;K;<55-64>;7.777745194
1404;K;<65-74>;5.199073425
1404;K;<75-84>;2.859637029
1404;K;85+;1.069105023
1404;M;<0-44>;0.496850759
1404;M;<45-54>;0.539045114
1404;M;<55-64>;0.8405799
1404;M;<65-74>;1.008225417
1404;M;<75-84>;0.673320258
1404;M;85+;0.298589283
1405;K;<0-44>;4.844008436
1405;K;<45-54>;9.028117248
1405;K;<55-64>;14.86784072
1405;K;<65-74>;9.276790313
1405;K;<75-84>;5.143893757
1405;K;85+;1.886516599
1405;M;<0-44>;0.625250827
1405;M;<45-54>;0.605518671
1405;M;<55-64>;0.984724683
1405;M;<65-74>;1.078679259
1405;M;<75-84>;0.802053712
1405;M;85+;0.404127165
1406;K;<0-44>;4.76585715
1406;K;<45-54>;9.283628202
1406;K;<55-64>;15.17696856
1406;K;<65-74>;9.408403187
1406;K;<75-84>;5.803033623
1406;K;85+;1.996029395
1406;M;<0-44>;0.780180373
1406;M;<45-54>;0.789275109
1406;M;<55-64>;1.303067164
1406;M;<65-74>;1.39573809
1406;M;<75-84>;1.132210766
1406;M;85+;0.553117612
1407;K;<0-44>;2.855323783
1407;K;<45-54>;5.641754405
1407;K;<55-64>;10.17021663
1407;K;<65-74>;5.271743714
1407;K;<75-84>;3.512897615
1407;K;85+;1.426512497
1407;M;<0-44>;0.321982281
1407;M;<45-54>;0.324799336
1407;M;<55-64>;0.575624143
1407;M;<65-74>;0.579857062
1407;M;<75-84>;0.417882956
1407;M;85+;0.263003488
1408;K;<0-44>;6.031162618
1408;K;<45-54>;9.889388674
1408;K;<55-64>;18.85894926
1408;K;<65-74>;10.24794792
1408;K;<75-84>;4.941580957
1408;K;85+;1.53934968
1408;M;<0-44>;0.919298598
1408;M;<45-54>;0.788985205
1408;M;<55-64>;1.37218255
1408;M;<65-74>;1.507403019
1408;M;<75-84>;0.928048729
1408;M;85+;0.422222315
1409;K;<0-44>;1.354733217
1409;K;<45-54>;2.906791622
1409;K;<55-64>;4.716760128
1409;K;<65-74>;3.163856279
1409;K;<75-84>;2.081477811
1409;K;85+;0.953064271
1409;M;<0-44>;0.283377004
1409;M;<45-54>;0.329886736
1409;M;<55-64>;0.518896229
1409;M;<65-74>;0.601515029
1409;M;<75-84>;0.447333923
1409;M;85+;0.336718375
1410;K;<0-44>;1.264446146
1410;K;<45-54>;2.499311245
1410;K;<55-64>;3.769927912
1410;K;<65-74>;2.746122419
1410;K;<75-84>;1.874075957
1410;K;85+;0.663795916
1410;M;<0-44>;0.285226443
1410;M;<45-54>;0.313708985
1410;M;<55-64>;0.46182431
1410;M;<65-74>;0.537282397
1410;M;<75-84>;0.49016585
1410;M;85+;0.280044676
1411;K;<0-44>;2.098694547
1411;K;<45-54>;4.11878565
1411;K;<55-64>;6.288165662
1411;K;<65-74>;3.73170884
